date,player,session_type,duration,total_distance_m,running_m,HSR_m,sprint_m,HI_m,acc_cnt,dec_cnt,high_acc_cnt,high_dec_cnt,player_load
2025-05-23,Usain Bolt,FULL TRAINING,01:16:00,1698,466,350,349,401,271,298,112,3,544.0730711801002
2024-10-23,Ryan Reynolds,FULL TRAINING,00:56:00,7049,587,310,2,312,241,230,7,2,448.6231477561917
2024-08-03,George Clooney,OFFICIAL MATCH,01:23:00,9404,1423,323,323,646,430,412,41,39,543.2846073925787
2024-11-05,Adam Sandler,FULL TRAINING,01:07:00,4523,1543,640,8,648,306,176,6,15,493.25379890043115
2025-02-01,Leonardo DiCaprio,OFFICIAL MATCH,01:44:00,10665,1644,491,404,895,567,603,22,77,1827.8960798337134
2025-05-22,Robert Downey Jr.,FULL TRAINING,01:04:00,4832,939,95,37,133,254,186,15,94,714.2311878534041
2025-03-13,Jamie Foxx,FULL TRAINING,01:20:00,7872,822,381,380,732,398,434,12,43,716.2248745768418
2024-10-22,Jason Momoa,FULL TRAINING,00:50:00,5982,397,111,111,145,341,465,13,15,547.0589471559371
2025-01-17,Ryan Reynolds,FULL TRAINING,01:10:00,5728,405,343,171,515,352,320,44,19,1070.876140825077
2024-07-20,Mark Wahlberg,OFFICIAL MATCH,01:32:00,9182,1937,443,170,613,376,515,30,7,1374.2820101517314
2025.01.27,Vin Diesel,FULL TRAINING,01:15:00,9225,718,139,138,258,324,197,12,6,975.0540392249244
2025-01-22,Chris Hemsworth,FULL TRAINING,01:06:00,6231,1032,1032,29,1061,354,271,42,9,445.5338194915665
2025-04-04,Mark Wahlberg,FULL TRAINING,01:03:00,2591,654,920,919,1079,160,217,9,3,900.4575552751454
2025-04-18,Cristiano Ronaldo,FULL TRAINING,01:44:00,7871,1024,187,25,212,345,180,8,12,652.59941394824
2025-04-28,Gerard Butler,FULL TRAINING,01:08:00,6482,145,54,5,59,225,306,7,28,937.0637203789922
2025.04.04,Jamie Foxx,FULL TRAINING,01:27:00,11824,417,77,24,101,296,396,8,11,436.0089562606763
2024-09-14,Vin Diesel,OFFICIAL MATCH,01:14:00,7069,1566,891,260,1152,437,400,24,35,933.783603358307
2024-10-18,Robert Downey Jr.,FULL TRAINING,01:25:00,5483,281,268,7,275,263,223,24,13,178.36882693285906
2024-07-13,Robert Downey Jr.,OFFICIAL MATCH,01:40:00,10556,2182,327,222,550,501,284,40,3,817.5105620356884
2025-05-16,Jason Momoa,FULL TRAINING,01:47:00,7419,843,107,71,178,354,302,7,9,743.1418778831139
2024-09-19,Robert Downey Jr.,FULL TRAINING,00:38:00,4303,1816,52,17,69,111,223,6,223,850.798430822476
2024-06-25,George Clooney,FULL TRAINING,01:18:00,4182,1051,178,16,195,271,224,13,12,492.00285768154424
2025-04-02,Leonardo DiCaprio,FULL TRAINING,01:33:00,6481,844,250,32,283,278,303,18,7,614.9025007202966
2024-06-25,Chris Hemsworth,FULL TRAINING,00:58:00,5589,819,171,164,336,347,292,24,3,369.56070105150303
2025.01.03,Ryan Reynolds,FULL TRAINING,01:23:00,7137,942,556,13,569,234,240,18,12,976.2530500703033
2025-05-23,Leonardo DiCaprio,FULL TRAINING,00:34:00,1226,540,540,107,647,306,203,19,2,526.9313790383364
2025-02-03,Adam Sandler,FULL TRAINING,01:35:00,11607,485,147,147,270,325,356,10,29,738.0504250092006
2025-02-25,Gerard Butler,FULL TRAINING,01:14:00,6866,367,61,60,108,225,313,21,2,849.4331423402602
2024-12-07,Cristiano Ronaldo,OFFICIAL MATCH,01:22:00,7408,1308,225,42,268,490,495,10,60,869.0569443804125
2025-05-08,Jamie Foxx,FULL TRAINING,01:26:00,5218,1439,704,5,709,299,299,35,254,688.8268655360184
2025-03-28,Usain Bolt,FULL TRAINING,01:08:00,4514,711,154,98,253,360,460,29,18,713.8002106792704
2025-03-12,Jason Momoa,FULL TRAINING,01:32:00,9060,1080,187,26,214,262,281,7,45,690.7481264816204
2024-12-06,Leonardo DiCaprio,FULL TRAINING,01:14:00,6291,1092,40,40,57,339,367,19,3,660.0083169041117
2025-02-04,Leonardo DiCaprio,FULL TRAINING,01:10:00,8865,1742,59,59,71,233,272,9,11,883.8217237131213
2024-09-04,Usain Bolt,FULL TRAINING,01:12:00,4572,956,331,31,363,312,262,4,5,436.934724371785
2024-06-21,Vin Diesel,FULL TRAINING,01:09:00,7421,1013,221,33,254,111,0,5,0,229.29643940189817
2025-04-08,Cristiano Ronaldo,FULL TRAINING,01:21:00,6676,794,793,68,862,358,322,9,32,869.9589103364772
2025-05-12,Jamie Foxx,FULL TRAINING,01:12:00,4048,1362,1362,2,1365,293,117,21,47,862.8335632302419
2024-08-05,Chris Hemsworth,FULL TRAINING,01:18:00,9097,541,319,6,325,213,293,16,5,440.83743015143153
2025-02-26,Jason Momoa,FULL TRAINING,01:12:00,8688,370,369,56,426,263,167,33,12,846.1251806762556
2025-01-23,Robert Downey Jr.,FULL TRAINING,01:35:00,10423,1006,319,67,387,220,301,7,16,1000.6552612816272
2025-05-21,Jason Momoa,FULL TRAINING,02:05:00,9464,2687,444,10,455,103,88,7,16,698.2585662222613
2024-10-30,Chris Hemsworth,FULL TRAINING,01:31:00,7218,368,218,3,222,290,231,7,22,397.9753380562368
2025-03-28,John Cena,FULL TRAINING,01:45:00,9265,1205,734,21,756,310,289,36,23,686.765125592724
2025-01-31,Cristiano Ronaldo,FULL TRAINING,01:14:00,3868,430,69,4,74,282,146,10,18,292.2622331676962
2025-05-20,Vin Diesel,FULL TRAINING,01:27:00,9949,528,344,5,349,217,366,18,9,1311.808395647865
2025.05.02,Cristiano Ronaldo,FULL TRAINING,00:54:00,5561,502,127,17,144,411,633,13,67,509.69893769915086
2024-07-27,Gerard Butler,OFFICIAL MATCH,01:36:00,10744,3067,876,284,1161,626,750,19,42,1432.5759266738153
2024-09-07,Vin Diesel,OFFICIAL MATCH,01:41:00,12616,778,778,237,1016,393,605,6,71,1585.8968439982232
2025-01-11,Leonardo DiCaprio,OFFICIAL MATCH,01:31:00,10858,2429,878,199,1077,593,439,114,7,1920.1047727987238
2025.02.21,Cristiano Ronaldo,FULL TRAINING,01:28:00,7790,631,630,153,784,377,299,8,18,863.6776773052995
2025-02-18,Leonardo DiCaprio,FULL TRAINING,01:19:00,3212,646,416,93,510,286,170,14,122,405.31184560372776
2024-06-24,Mark Wahlberg,FULL TRAINING,01:41:00,9998,901,439,73,512,109,88,17,8,841.0137481614297
2024.11.19,Cristiano Ronaldo,FULL TRAINING,00:53:00,4882,480,202,3,206,178,186,7,18,778.2685342460384
2025-04-25,Adam Sandler,FULL TRAINING,01:44:00,11798,1051,154,124,278,241,323,12,15,903.2973084207463
2024-09-06,Chris Hemsworth,FULL TRAINING,01:29:00,4185,631,75,4,80,185,226,6,32,611.6689358538968
2024-09-13,Mark Wahlberg,FULL TRAINING,00:31:00,0,499,266,27,293,273,340,6,1,176.60248063870887
2025-05-20,Mark Wahlberg,FULL TRAINING,01:14:00,6004,1203,129,26,155,179,275,11,38,1043.2084765627205
2025.03.08,Jamie Foxx,OFFICIAL MATCH,01:03:00,6228,1619,659,84,743,523,294,9,11,1115.457202915268
2025.04.02,Cristiano Ronaldo,FULL TRAINING,01:26:00,6676,137,145,145,173,213,164,22,60,138.29872436002222
2025-04-07,Jamie Foxx,FULL TRAINING,01:54:00,10484,1276,61,60,102,316,276,24,26,563.4310527357635
2025-01-21,Mark Wahlberg,FULL TRAINING,01:39:00,10760,787,786,48,834,305,355,27,67,802.231744440863
2024-06-29,Justin Timberlake,OFFICIAL MATCH,01:45:00,10752,1887,1068,277,1346,483,535,23,16,1098.0199341901136
2024-12-10,Usain Bolt,FULL TRAINING,01:05:00,4537,224,118,7,126,267,295,13,0,429.1969204941393
2025-02-19,Cristiano Ronaldo,FULL TRAINING,01:35:00,6825,409,399,93,492,288,322,19,88,871.096209610208
2025-02-17,Justin Timberlake,FULL TRAINING,01:37:00,8916,917,233,3,237,174,136,32,8,693.5203492501465
2025-01-24,Jamie Foxx,FULL TRAINING,01:21:00,6156,664,183,35,218,279,225,34,22,592.0437207020314
2024-09-02,Usain Bolt,FULL TRAINING,01:16:00,8628,1192,76,68,145,169,107,3,2,416.6595714479998
2024.09.14,Ryan Reynolds,OFFICIAL MATCH,00:53:00,6251,2220,527,131,659,613,752,71,6,999.7630526697412
2024-11-25,Chris Hemsworth,FULL TRAINING,01:08:00,8087,632,468,323,791,167,126,8,9,309.49250237045277
2025-03-05,Mark Wahlberg,FULL TRAINING,01:50:00,11546,998,199,12,211,324,356,12,6,798.2582475687475
2025-01-25,Jamie Foxx,OFFICIAL MATCH,01:08:00,8048,2192,873,268,1142,642,717,86,102,1030.9630036143842
2025-04-01,Cristiano Ronaldo,FULL TRAINING,01:07:00,3883,1232,84,22,107,424,315,39,39,925.0003937232552
2024-09-03,Robert Downey Jr.,FULL TRAINING,01:01:00,5396,367,137,41,178,242,29,2,0,507.37105293042475
2025-05-19,Robert Downey Jr.,FULL TRAINING,01:09:00,5040,431,431,68,500,273,258,12,23,827.0590325187038
2024-09-26,Jamie Foxx,FULL TRAINING,01:18:00,9266,607,67,4,72,384,371,8,4,526.9792422565971
2024-11-29,Mark Wahlberg,FULL TRAINING,01:38:00,5873,638,91,11,102,134,55,13,5,658.4457916965969
2024-09-25,Ryan Reynolds,FULL TRAINING,01:22:00,5429,768,767,5,773,294,338,13,7,216.4746538373874
2024-08-02,Adam Sandler,FULL TRAINING,01:14:00,5679,1093,309,25,334,346,376,15,14,179.15409294649538
2025.02.03,Jamie Foxx,FULL TRAINING,01:33:00,10187,1137,522,253,775,437,346,16,20,453.4378089861985
2025-03-06,Leonardo DiCaprio,FULL TRAINING,01:18:00,9104,1056,111,59,170,278,248,81,17,1035.8245031304032
2024.12.07,Jamie Foxx,OFFICIAL MATCH,01:44:00,10479,2588,568,107,676,561,557,16,25,1144.6674996929542
2024-07-02,Mark Wahlberg,FULL TRAINING,01:15:00,9113,831,830,33,864,282,269,21,6,816.1624540743574
2024-09-05,Chris Hemsworth,FULL TRAINING,01:22:00,5994,243,48,47,74,312,318,14,207,746.0200447533791
2025.02.15,Adam Sandler,OFFICIAL MATCH,01:07:00,7707,3288,804,335,1139,531,517,62,212,1588.6897085667956
2024-11-15,Chris Hemsworth,FULL TRAINING,00:49:00,5321,821,820,32,852,288,185,6,118,927.6290041473819
2024-06-17,Ryan Reynolds,FULL TRAINING,01:26:00,7268,257,92,38,131,203,189,9,28,624.1713569486947
2025-01-09,Justin Timberlake,FULL TRAINING,01:56:00,10490,542,75,60,135,265,294,16,5,985.0018424018375
2025-02-07,Jamie Foxx,FULL TRAINING,01:48:00,9613,748,115,36,152,279,375,24,42,403.3257530865715
2025-01-21,Jamie Foxx,FULL TRAINING,01:38:00,10203,1096,143,80,224,401,434,21,4,716.391440270123
2024-10-07,Cristiano Ronaldo,FULL TRAINING,00:36:00,4932,199,40,6,47,92,73,11,10,710.7711047230916
2024-10-31,Robert Downey Jr.,FULL TRAINING,00:45:00,1195,173,173,3,176,282,262,58,2,0.0
2024-10-13,Jamie Foxx,OFFICIAL MATCH,01:38:00,11872,1370,209,131,340,548,512,29,43,569.7382723096523
2025.02.21,Justin Timberlake,FULL TRAINING,01:11:00,6772,958,68,28,96,276,203,22,16,491.44026545629754
2025-01-29,Adam Sandler,FULL TRAINING,01:43:00,4620,1006,251,29,281,407,446,19,9,976.0281624150122
2025-03-17,Jamie Foxx,FULL TRAINING,01:12:00,4475,2259,49,48,94,257,200,13,25,604.7725710060668
2024-11-25,Usain Bolt,FULL TRAINING,00:46:00,2120,655,55,20,75,210,115,23,12,490.5222298565434
2024-06-18,Chris Hemsworth,FULL TRAINING,01:18:00,6488,367,124,44,168,268,294,26,32,718.4476557003444
2024-12-12,Ryan Reynolds,FULL TRAINING,00:47:00,4473,369,258,0,259,187,298,5,0,626.9569072851375
2025-02-21,Gerard Butler,FULL TRAINING,01:30:00,6289,1142,106,96,202,285,370,29,23,551.6523245887263
2025-04-12,Usain Bolt,OFFICIAL MATCH,01:36:00,9673,3015,624,356,980,581,516,12,130,965.4509591746919
2025.04.16,Vin Diesel,FULL TRAINING,01:51:00,6472,334,185,12,198,281,268,11,30,653.5889146025644
2025-04-14,Ryan Reynolds,FULL TRAINING,01:14:00,6525,793,291,60,352,362,377,26,6,656.2095977194577
2024.08.22,Jason Momoa,FULL TRAINING,00:48:00,6879,464,187,10,197,151,157,8,2,396.5373345919162
2024.10.25,Mark Wahlberg,FULL TRAINING,00:48:00,4720,172,199,199,271,159,98,5,14,849.8227510889669
2024-06-17,Jason Momoa,FULL TRAINING,01:10:00,4920,666,273,45,318,274,351,6,5,1044.765027329324
2024-08-01,Adam Sandler,FULL TRAINING,01:30:00,9713,1261,99,98,186,265,255,27,2,862.6985361057261
2025-05-02,Leonardo DiCaprio,FULL TRAINING,01:14:00,8174,1776,294,83,378,297,471,11,83,1132.4447259677677
2025-02-15,Mark Wahlberg,OFFICIAL MATCH,01:10:00,6967,2421,1053,1053,1610,417,308,44,121,1432.3447367560866
2024-08-08,Leonardo DiCaprio,FULL TRAINING,01:08:00,5294,1101,1100,35,1136,148,136,5,35,323.16454228895384
2024-11-09,Usain Bolt,OFFICIAL MATCH,01:41:00,11689,1593,602,137,739,393,359,23,232,434.0061352161375
2024-11-14,John Cena,FULL TRAINING,00:56:00,3157,1109,285,4,289,81,98,6,32,425.9478445160606
2025-03-17,Adam Sandler,FULL TRAINING,02:01:00,8423,451,117,72,189,422,327,7,6,635.6012115226628
2024-11-25,Adam Sandler,FULL TRAINING,00:42:00,7339,2451,234,234,257,280,260,3,10,688.3163325107175
2024-11-15,George Clooney,FULL TRAINING,01:08:00,3508,128,127,10,138,208,362,17,10,826.4989787971092
2024-07-08,John Cena,FULL TRAINING,01:26:00,7274,1102,730,22,752,312,401,19,19,907.9635198908815
2024.08.15,Robert Downey Jr.,FULL TRAINING,00:41:00,6489,513,84,81,165,179,170,11,0,400.09651924694424
2024.08.12,Mark Wahlberg,FULL TRAINING,00:44:00,7761,136,136,5,142,336,390,8,2,1063.3604411754916
2025-02-26,Leonardo DiCaprio,FULL TRAINING,01:17:00,9170,446,126,65,191,362,326,28,145,544.6281316300207
2024-11-07,George Clooney,FULL TRAINING,01:41:00,7298,580,579,12,592,125,87,1,2,525.5323046495938
2024-10-25,Chris Hemsworth,FULL TRAINING,00:55:00,3927,711,711,34,745,331,352,4,27,524.789250604789
2024-09-04,Justin Timberlake,FULL TRAINING,01:01:00,3349,218,119,5,124,369,315,6,7,363.05533534603444
2024-09-06,Gerard Butler,FULL TRAINING,01:15:00,6420,535,48,10,59,76,47,18,47,756.4756339817371
2025.04.17,Vin Diesel,FULL TRAINING,01:31:00,5460,952,72,16,89,246,172,11,29,905.1745150683217
2024-06-20,Jason Momoa,FULL TRAINING,01:28:00,6442,738,232,22,254,269,243,7,11,732.6841921857277
2024-08-24,Justin Timberlake,OFFICIAL MATCH,01:44:00,8733,1639,573,105,678,349,419,114,11,1307.1357067019285
2024-10-31,Jason Momoa,FULL TRAINING,00:32:00,1376,1633,138,42,181,293,300,5,21,626.0481336361128
2025-02-24,Jason Momoa,FULL TRAINING,01:23:00,6900,1154,78,37,116,255,170,14,29,336.87506889867257
2024.08.20,Mark Wahlberg,FULL TRAINING,01:13:00,4771,516,82,15,97,231,279,20,25,526.0482594136765
2024-11-14,Leonardo DiCaprio,FULL TRAINING,00:35:00,2259,324,247,4,252,191,83,10,9,744.2323059923858
2024-11-25,Jason Momoa,FULL TRAINING,01:22:00,9637,217,158,6,165,255,191,27,9,682.5703939529335
2025-04-14,Cristiano Ronaldo,FULL TRAINING,02:04:00,10137,751,324,26,350,288,240,8,30,617.0502432659324
2025.02.25,Adam Sandler,FULL TRAINING,01:05:00,5081,452,259,109,369,234,231,10,3,756.7684465873679
2025-02-20,Vin Diesel,FULL TRAINING,01:12:00,5903,1073,40,3,44,343,346,14,94,1133.7270178220576
2024-09-28,Ryan Reynolds,OFFICIAL MATCH,01:24:00,8886,1646,299,200,499,428,380,9,77,963.3748445249842
2025-05-02,Jamie Foxx,FULL TRAINING,01:50:00,8635,228,132,6,138,280,441,11,62,1003.9847529805768
2024-11-08,Jason Momoa,FULL TRAINING,01:25:00,9065,523,133,25,158,247,75,8,9,529.2245465692869
2024-09-25,Robert Downey Jr.,FULL TRAINING,00:49:00,5421,538,188,32,221,159,117,18,19,437.76723240268433
2024-11-12,Leonardo DiCaprio,FULL TRAINING,00:33:00,689,643,234,1,236,137,170,28,8,79.29671593138448
2025.03.24,Vin Diesel,FULL TRAINING,00:41:00,4476,530,152,50,203,273,376,7,89,327.166608293742
2025-05-10,Ryan Reynolds,OFFICIAL MATCH,01:31:00,9487,1738,644,64,708,592,421,43,6,1555.999761928033
2025-02-11,Adam Sandler,FULL TRAINING,01:01:00,2358,1177,48,47,80,155,234,4,52,606.924522093022
2025-01-23,John Cena,FULL TRAINING,02:04:00,12622,776,85,29,114,310,176,17,33,694.9064091809328
2024-10-26,Jamie Foxx,OFFICIAL MATCH,01:28:00,8946,1303,887,69,957,212,109,33,29,1289.36052361017
2025-04-26,Leonardo DiCaprio,OFFICIAL MATCH,01:14:00,9326,1644,659,224,884,533,454,28,124,1535.4592174730446
2024-09-03,Chris Hemsworth,FULL TRAINING,00:27:00,4269,250,130,18,148,229,186,22,186,699.8985038239597
2025-02-26,John Cena,FULL TRAINING,02:13:00,13082,858,220,22,242,273,374,12,2,363.5876185760334
2024-10-10,Cristiano Ronaldo,FULL TRAINING,01:05:00,4199,1208,397,29,427,280,190,10,1,781.5354692528343
2024-09-06,Jamie Foxx,FULL TRAINING,01:12:00,10838,809,138,27,165,183,322,10,5,464.6102484985637
2024.12.13,Usain Bolt,FULL TRAINING,01:24:00,8464,368,117,98,216,183,331,18,5,810.8988252635404
2025-03-15,John Cena,OFFICIAL MATCH,01:34:00,8953,1554,1361,174,1535,515,529,25,71,1546.3465836266748
2025-01-23,Cristiano Ronaldo,FULL TRAINING,02:15:00,9462,644,643,157,800,396,398,30,15,435.23393061898673
2024-08-10,Vin Diesel,OFFICIAL MATCH,01:16:00,6902,2236,663,207,870,586,699,10,58,651.8794020627993
2024.06.23,Leonardo DiCaprio,OFFICIAL MATCH,01:30:00,9522,1855,738,539,1277,605,590,40,160,1214.0029468847486
2025-05-12,Usain Bolt,FULL TRAINING,00:31:00,2171,1029,143,46,189,220,141,15,20,453.5142657521341
2024-11-15,John Cena,FULL TRAINING,01:27:00,9206,108,107,17,125,318,194,4,4,722.0175910711546
2024-09-25,Cristiano Ronaldo,FULL TRAINING,00:55:00,875,87,145,145,190,217,92,19,5,155.62788130787607
2024-11-27,John Cena,FULL TRAINING,01:06:00,8506,260,94,14,109,241,136,3,3,568.2855811334346
2025-04-30,Adam Sandler,FULL TRAINING,01:12:00,6529,428,167,19,186,301,333,22,19,159.96137566734876
2024.10.22,John Cena,FULL TRAINING,01:36:00,11733,554,51,3,54,229,303,11,3,327.987368913629
2024-06-29,George Clooney,OFFICIAL MATCH,01:45:00,10365,1260,476,125,602,483,551,25,96,1194.0440830320415
2024-09-10,John Cena,FULL TRAINING,00:46:00,902,550,68,67,113,327,375,11,7,578.086713765189
2024.07.19,Justin Timberlake,FULL TRAINING,00:59:00,8280,544,543,8,551,240,87,8,10,279.1596214800339
2024.06.15,Usain Bolt,OFFICIAL MATCH,01:25:00,8271,1529,783,167,950,714,672,32,56,1128.0609141728146
2024-09-28,Justin Timberlake,OFFICIAL MATCH,01:39:00,9178,1581,699,236,936,260,333,72,246,687.5277767250128
2025.04.30,Chris Hemsworth,FULL TRAINING,01:41:00,6570,536,66,44,111,329,456,12,78,745.7915688026347
2024-09-05,Jamie Foxx,FULL TRAINING,00:49:00,1953,655,27,11,39,310,213,8,8,0.0
2024-09-25,Jason Momoa,FULL TRAINING,01:19:00,6552,416,235,177,412,270,174,5,12,740.3841273025679
2024-08-03,Justin Timberlake,OFFICIAL MATCH,01:30:00,9948,1789,787,103,890,431,290,23,56,1041.0899037832244
2024-07-03,Gerard Butler,FULL TRAINING,01:18:00,4211,2719,61,44,106,280,358,22,13,741.3482438818198
2024-07-01,Jason Momoa,FULL TRAINING,01:07:00,10824,515,88,88,152,237,199,14,6,1306.92927794991
2025-02-01,Mark Wahlberg,OFFICIAL MATCH,01:36:00,11095,2617,953,224,1178,643,429,47,8,1539.5527664487297
2024-08-01,Cristiano Ronaldo,FULL TRAINING,01:20:00,5683,514,58,18,76,163,196,20,4,344.5133137542598
2024-08-08,Jamie Foxx,FULL TRAINING,01:33:00,3779,636,103,10,114,311,388,9,4,627.7164905026187
2025-02-04,Gerard Butler,FULL TRAINING,01:23:00,8876,773,46,42,89,213,263,7,29,523.5616616202983
2024-10-26,Adam Sandler,OFFICIAL MATCH,00:54:00,6148,1216,514,109,623,371,389,48,324,476.4871295273865
2024-11-15,Leonardo DiCaprio,FULL TRAINING,01:27:00,7795,1710,86,45,132,240,233,17,11,763.7596820269957
2025-05-21,Adam Sandler,FULL TRAINING,01:38:00,7000,254,142,141,219,318,307,117,28,696.3317614565995
2024.10.23,Adam Sandler,FULL TRAINING,00:58:00,4452,576,158,93,252,258,188,7,143,0.0
2025-05-09,George Clooney,FULL TRAINING,01:13:00,6890,698,116,33,150,371,400,21,29,765.0062515810638
2024-11-30,Vin Diesel,OFFICIAL MATCH,01:42:00,8835,1061,716,245,962,380,528,72,47,802.6421914086106
2025.01.06,Jamie Foxx,FULL TRAINING,01:24:00,10762,386,194,92,287,397,524,21,13,706.4951513092542
2025-02-03,John Cena,FULL TRAINING,01:01:00,6976,323,106,5,112,399,555,32,12,408.19601258249054
2024-10-18,Justin Timberlake,FULL TRAINING,00:48:00,3960,408,83,47,130,139,45,13,9,339.04300290636735
2025-02-01,Usain Bolt,OFFICIAL MATCH,01:44:00,9069,1966,529,168,698,399,574,37,170,1172.2619705417908
2025-03-27,John Cena,FULL TRAINING,01:11:00,2719,645,356,3,359,154,174,8,5,507.38644071827616
2025-05-03,Jamie Foxx,OFFICIAL MATCH,01:20:00,8648,1411,533,222,756,463,347,13,99,1011.9461592895574
2025-05-12,John Cena,FULL TRAINING,01:04:00,187,486,334,334,489,285,406,9,62,685.2137665795985
2025-03-06,Vin Diesel,FULL TRAINING,01:35:00,4787,2382,147,41,188,315,240,22,10,544.069884165835
2024-07-19,Chris Hemsworth,FULL TRAINING,01:19:00,1988,793,320,78,398,340,407,46,28,748.082591310194
2024-08-01,George Clooney,FULL TRAINING,00:54:00,0,488,32,11,44,265,286,54,27,376.3309538239539
2025-02-17,Jamie Foxx,FULL TRAINING,01:47:00,6462,264,184,24,208,267,246,11,25,654.5165766749378
2025-01-15,Justin Timberlake,FULL TRAINING,01:46:00,8267,887,159,32,191,426,412,6,8,423.58140519940764
2024-09-16,Jamie Foxx,FULL TRAINING,01:14:00,7009,397,397,7,405,255,326,15,164,971.3671207680654
2025-03-18,Usain Bolt,FULL TRAINING,01:11:00,9641,293,50,20,71,292,410,10,14,574.3187087184019
2025-02-06,Leonardo DiCaprio,FULL TRAINING,01:44:00,8577,352,29,29,56,429,505,9,68,744.9201518803894
2024-11-28,Mark Wahlberg,FULL TRAINING,01:18:00,5080,366,366,106,472,262,334,6,25,861.6301857023423
2024.11.02,John Cena,OFFICIAL MATCH,01:31:00,10591,1080,688,287,976,366,363,49,267,1456.0563586801775
2024-12-06,Cristiano Ronaldo,FULL TRAINING,00:41:00,1652,149,148,6,155,163,139,16,1,371.29935693645655
2025.01.06,John Cena,FULL TRAINING,01:53:00,9593,1252,313,48,362,485,511,31,15,873.36472971744
2024-06-23,John Cena,OFFICIAL MATCH,01:30:00,9714,2178,652,603,1255,394,404,24,53,1490.408565802596
2024.11.27,Gerard Butler,FULL TRAINING,01:14:00,8681,1741,181,45,227,227,201,9,6,153.21916040443068
2025-05-19,Usain Bolt,FULL TRAINING,01:34:00,4450,196,161,22,184,341,197,9,11,1006.9740936693519
2024-12-05,Adam Sandler,FULL TRAINING,01:01:00,3752,1147,314,26,341,66,101,5,23,741.0899422718229
2024-09-10,Cristiano Ronaldo,FULL TRAINING,00:55:00,3522,349,122,30,152,209,211,4,24,652.8535308850223
2025.02.04,John Cena,FULL TRAINING,01:09:00,6535,318,251,93,344,365,266,46,25,933.425249917216
2024-06-19,Cristiano Ronaldo,FULL TRAINING,01:26:00,8235,395,120,82,203,260,234,9,11,377.8466204038393
2025-03-17,Usain Bolt,FULL TRAINING,01:10:00,5091,1002,97,20,118,410,511,10,11,910.1289672358297
2024-11-13,Gerard Butler,FULL TRAINING,01:04:00,5238,1036,380,46,427,341,258,6,3,657.9994510032989
2025-04-28,Vin Diesel,FULL TRAINING,01:14:00,5200,1661,409,4,413,188,280,24,12,406.7075631863248
2025-02-14,Vin Diesel,FULL TRAINING,01:36:00,5050,446,128,43,172,305,303,27,20,533.7416201512665
2024-11-08,Chris Hemsworth,FULL TRAINING,01:26:00,6850,500,50,13,63,255,144,16,8,246.26735865331278
2024-06-26,Adam Sandler,FULL TRAINING,01:35:00,6333,940,196,11,207,257,210,15,29,450.3297607690172
2025-05-05,Mark Wahlberg,FULL TRAINING,01:17:00,8699,696,287,287,431,208,243,24,54,687.5852393882928
2024-10-05,Gerard Butler,OFFICIAL MATCH,01:44:00,12733,1213,794,55,849,330,406,17,24,842.1525882656542
2024-08-09,Chris Hemsworth,FULL TRAINING,01:25:00,7651,1561,82,9,92,298,341,4,120,375.05051934551216
2025-02-14,Gerard Butler,FULL TRAINING,01:03:00,4530,1084,352,9,361,322,355,9,4,645.2771645699733
2024-10-08,Leonardo DiCaprio,FULL TRAINING,01:10:00,7353,142,40,39,67,204,264,9,10,407.00157682814665
2024-11-02,George Clooney,OFFICIAL MATCH,01:31:00,11000,1619,438,233,671,555,435,26,339,1219.9922141085071
2024-11-26,Ryan Reynolds,FULL TRAINING,00:55:00,8848,424,219,37,256,117,75,23,9,714.9431167056454
2024-08-19,Justin Timberlake,FULL TRAINING,01:43:00,6559,521,109,11,120,236,160,16,2,627.2183963400043
2024-09-09,Justin Timberlake,FULL TRAINING,00:52:00,2489,135,16,16,30,357,446,18,34,269.52335653890816
2024-06-16,Chris Hemsworth,FULL TRAINING,01:26:00,9628,527,526,89,616,361,530,25,7,526.6863284293661
2024-10-13,George Clooney,OFFICIAL MATCH,01:38:00,9985,2292,359,152,512,478,545,50,371,1698.080794537167
2024-12-02,Adam Sandler,FULL TRAINING,01:24:00,10235,401,133,12,146,226,138,33,1,680.366313199613
2025-03-29,Vin Diesel,OFFICIAL MATCH,01:31:00,9931,1644,512,292,805,456,531,21,130,1775.5912460079855
2024.07.14,Cristiano Ronaldo,FULL TRAINING,01:38:00,6249,593,99,40,139,247,313,5,15,279.76791734782205
2025-05-23,Gerard Butler,FULL TRAINING,01:35:00,8035,1186,181,31,212,261,264,50,23,693.5304546798859
2024-07-30,Jason Momoa,FULL TRAINING,01:00:00,6690,468,354,34,389,231,216,2,10,1039.2261613965056
2024-11-19,Ryan Reynolds,FULL TRAINING,00:59:00,4404,419,418,5,424,132,68,13,52,519.5247016792905
2025-02-10,Justin Timberlake,FULL TRAINING,01:19:00,5915,2670,108,64,172,314,331,30,23,1030.5937042112362
2024-08-30,Robert Downey Jr.,FULL TRAINING,01:03:00,6473,335,44,15,60,150,180,19,0,454.38019353352445
2024-06-17,Justin Timberlake,FULL TRAINING,01:27:00,11956,351,144,31,176,379,324,5,11,1056.394716879608
2024-11-20,Gerard Butler,FULL TRAINING,00:57:00,2734,434,363,64,427,194,281,7,5,731.4960605955164
2024-09-04,Jason Momoa,FULL TRAINING,01:07:00,6365,1106,88,29,117,169,180,11,79,533.1116618013258
